Nb,Sector,Type,Loop,QEH,T2,CV1,CV2,P1,P4,T3,T1,QS,R,Kvmax,nc,L,Qbs,MassFlow
219,45,ARC,27L5_947,LQOAN_28L5_EH847.POSST,LQOAN_28L5_TT847.POSST,QRLAB_27L5_CV947.POSST,0,QRLAA_29L5_PT961.POSST,QRLAA_29L5_PT991.POSST,QRLAB_27L5_TT947.POSST,QRLAA_29L5_TT961.POSST,2,40,0.39,4,53,QRLAB_27L5_QBS947.POSST,QRLAB_27L5_FT947.POSST
220,45,ARC,27L5_943,LBALB_27L5_EH843.POSST,LBALB_27L5_TT843.POSST,QRLAB_27L5_CV943.POSST,0,QRLAA_25L5_PT961.POSST,QRLAA_25L5_PT991.POSST,QRLAB_27L5_TT943.POSST,QRLAA_25L5_TT961.POSST,2,40,0.39,4,53,QRLAB_27L5_QBS943.POSST,QRLAB_27L5_FT943.POSST
221,45,ARC,25L5_947,LQOAH_26L5_EH847.POSST,LQOAH_26L5_TT847.POSST,QRLAA_25L5_CV947.POSST,0,QRLAA_25L5_PT961.POSST,QRLAA_25L5_PT991.POSST,QRLAA_25L5_TT947.POSST,QRLAA_25L5_TT961.POSST,2,40,0.39,4,53,QRLAA_25L5_QBS947.POSST,QRLAA_25L5_FT947.POSST
222,45,ARC,25L5_943,LBALB_25L5_EH843.POSST,LBALB_25L5_TT843.POSST,QRLAA_25L5_CV943.POSST,0,QRLAA_25L5_PT961.POSST,QRLAA_25L5_PT991.POSST,QRLAA_25L5_TT943.POSST,QRLAA_25L5_TT961.POSST,2,40,0.39,4,53,QRLAA_25L5_QBS943.POSST,QRLAA_25L5_FT943.POSST
223,45,ARC,23L5_947,LQOAH_24L5_EH847.POSST,LQOAH_24L5_TT847.POSST,QRLAB_23L5_CV947.POSST,0,QRLAA_25L5_PT961.POSST,QRLAA_25L5_PT991.POSST,QRLAB_23L5_TT947.POSST,QRLAA_25L5_TT961.POSST,2,40,0.39,4,53,QRLAB_23L5_QBS947.POSST,QRLAB_23L5_FT947.POSST
224,45,ARC,23L5_943,LBALB_23L5_EH843.POSST,LBALB_23L5_TT843.POSST,QRLAB_23L5_CV943.POSST,0,QRLAA_21L5_PT961.POSST,QRLAA_21L5_PT991.POSST,QRLAB_23L5_TT943.POSST,QRLAA_21L5_TT961.POSST,2,40,0.39,4,53,QRLAB_23L5_QBS943.POSST,QRLAB_23L5_FT943.POSST
225,45,ARC,21L5_947,LQOAH_22L5_EH847.POSST,LQOAH_22L5_TT847.POSST,QRLAA_21L5_CV947.POSST,0,QRLAA_21L5_PT961.POSST,QRLAA_21L5_PT991.POSST,QRLAA_21L5_TT947.POSST,QRLAA_21L5_TT961.POSST,2,40,0.39,4,53,QRLAA_21L5_QBS947.POSST,QRLAA_21L5_FT947.POSST
226,45,ARC,21L5_943,LBALB_21L5_EH843.POSST,LBALB_21L5_TT843.POSST,QRLAA_21L5_CV943.POSST,0,QRLAA_21L5_PT961.POSST,QRLAA_21L5_PT991.POSST,QRLAA_21L5_TT943.POSST,QRLAA_21L5_TT961.POSST,2,40,0.39,4,53,QRLAA_21L5_QBS943.POSST,QRLAA_21L5_FT943.POSST
227,45,ARC,19L5_947,LQATI_20L5_EH847.POSST,LQATI_20L5_TT847.POSST,QRLAB_19L5_CV947.POSST,0,QRLAA_21L5_PT961.POSST,QRLAA_21L5_PT991.POSST,QRLAB_19L5_TT947.POSST,QRLAA_21L5_TT961.POSST,2,40,0.39,4,53,QRLAB_19L5_QBS947.POSST,QRLAB_19L5_FT947.POSST
228,45,ARC,19L5_943,LBALB_19L5_EH843.POSST,LBALB_19L5_TT843.POSST,QRLAB_19L5_CV943.POSST,0,QRLAA_17L5_PT961.POSST,QRLAA_17L5_PT991.POSST,QRLAB_19L5_TT943.POSST,QRLAA_17L5_TT961.POSST,2,40,0.39,4,53,QRLAB_19L5_QBS943.POSST,QRLAB_19L5_FT943.POSST
229,45,ARC,17L5_947,LQATI_18L5_EH847.POSST,LQATI_18L5_TT847.POSST,QRLAA_17L5_CV947.POSST,0,QRLAA_17L5_PT961.POSST,QRLAA_17L5_PT991.POSST,QRLAA_17L5_TT947.POSST,QRLAA_17L5_TT961.POSST,2,40,0.39,4,53,QRLAA_17L5_QBS947.POSST,QRLAA_17L5_FT947.POSST
230,45,ARC,17L5_943,LBALB_17L5_EH843.POSST,LBALB_17L5_TT843.POSST,QRLAA_17L5_CV943.POSST,0,QRLAA_17L5_PT961.POSST,QRLAA_17L5_PT991.POSST,QRLAA_17L5_TT943.POSST,QRLAA_17L5_TT961.POSST,2,40,0.39,4,53,QRLAA_17L5_QBS943.POSST,QRLAA_17L5_FT943.POSST
231,45,ARC,15L5_947,LQATI_16L5_EH847.POSST,LQATI_16L5_TT847.POSST,QRLAB_15L5_CV947.POSST,0,QRLAA_17L5_PT961.POSST,QRLAA_17L5_PT991.POSST,QRLAB_15L5_TT947.POSST,QRLAA_17L5_TT961.POSST,2,40,0.39,4,53,QRLAB_15L5_QBS947.POSST,QRLAB_15L5_FT947.POSST
232,45,ARC,15L5_943,LBALB_15L5_EH843.POSST,LBALB_15L5_TT843.POSST,QRLAB_15L5_CV943.POSST,0,QRLAA_13L5_PT961.POSST,QRLAA_13L5_PT991.POSST,QRLAB_15L5_TT943.POSST,QRLAA_13L5_TT961.POSST,2,41,0.39,4,53,QRLAB_15L5_QBS943.POSST,QRLAB_15L5_FT943.POSST
233,45,ARC,13L5_947,LQATI_14L5_EH847.POSST,LQATI_14L5_TT847.POSST,QRLAA_13L5_CV947.POSST,0,QRLAA_13L5_PT961.POSST,QRLAA_13L5_PT991.POSST,QRLAA_13L5_TT947.POSST,QRLAA_13L5_TT961.POSST,2,40,0.39,4,53,QRLAA_13L5_QBS947.POSST,QRLAA_13L5_FT947.POSST
234,45,ARC,13L5_943,LBALB_13L5_EH843.POSST,LBALB_13L5_TT843.POSST,QRLAA_13L5_CV943.POSST,0,QRLAA_13L5_PT961.POSST,QRLAA_13L5_PT991.POSST,QRLAA_13L5_TT943.POSST,QRLAA_13L5_TT961.POSST,2,40,0.39,4,53,QRLAA_13L5_QBS943.POSST,QRLAA_13L5_FT943.POSST
235,45,ARC,11L5_947,LQATI_12L5_EH847.POSST,LQATI_12L5_TT847.POSST,QRLAB_11L5_CV947.POSST,0,QRLAA_13L5_PT961.POSST,QRLAA_13L5_PT991.POSST,QRLAB_11L5_TT947.POSST,QRLAA_13L5_TT961.POSST,2,40,0.39,4,53,QRLAB_11L5_QBS947.POSST,QRLAB_11L5_FT947.POSST
236,45,ARC,11L5_943,LBBLP_11L5_EH843.POSST,LBBLP_11L5_TT843.POSST,QRLAB_11L5_CV943.POSST,0,QRLBA_09L5_PT961.POSST,QRLBA_09L5_PT991.POSST,QRLAB_11L5_TT943.POSST,QRLBA_09L5_TT961.POSST,2,40,0.39,4,45,QRLAB_11L5_QBS943.POSST,QRLAB_11L5_FT943.POSST
237,45,ARC,09L5_947,LQNCB_10L5_EH847.POSST,LQNCB_10L5_TT847.POSST,QRLBA_09L5_CV947.POSST,0,QRLBA_09L5_PT961.POSST,QRLBA_09L5_PT991.POSST,QRLBA_09L5_TT947.POSST,QRLBA_09L5_TT961.POSST,2,40,0.39,4,45,QRLBA_09L5_QBS947.POSST,QRLBA_09L5_FT947.POSST
238,45,ARC,09L5_943,LBBLF_09L5_EH843.POSST,LBBLF_09L5_TT843.POSST,QRLBA_09L5_CV943.POSST,0,QRLBA_09L5_PT961.POSST,QRLBA_09L5_PT991.POSST,QRLBA_09L5_TT943.POSST,QRLBA_09L5_TT961.POSST,2,40,0.39,4,45,QRLBA_09L5_QBS943.POSST,QRLBA_09L5_FT943.POSST
239,45,LSS,07L5_947,LQNCB_08L5_EH847.POSST,LQNCB_08L5_TT847.POSST,QRLCB_07L5_CV947.POSST,QRLCB_07L5_CV943.POSST,QRLBA_09L5_PT961.POSST,QRLBA_09L5_PT991.POSST,QRLCB_07L5_TT947.POSST,QRLBA_09L5_TT961.POSST,2,45,0.22,4,40,QRLCB_07L5_QBS947.POSST,QRLCB_07L5_FT947.POSST
240,45,LSS,07L5_945,LQNFG_07L5_EH845.POSST,LQNFG_07L5_TT845.POSST,QRLCB_07L5_CV945.POSST,0,QRLBA_09L5_PT961.POSST,QRLBA_09L5_PT991.POSST,QRLCB_07L5_TT945.POSST,QRLBA_09L5_TT961.POSST,2,50,0.22,4,13.5,QRLCB_07L5_QBS945.POSST,QRLCB_07L5_FT945.POSST
241,45,LSS,06L5_947,LQNDB_06L5_EH847.POSST,LQNDB_06L5_TT847A.POSST,QRLEC_06L5_CV947.POSST,0,QRLEC_06L5_PT961.POSST,QRLEC_06L5_PT991.POSST,QRLEC_06L5_TT947.POSST,QRLEC_06L5_TT961.POSST,4,40,0.05,4,8.22,QRLEC_06L5_QBS947.POSST,QRLEC_06L5_FT947.POSST
242,45,LSS,05L5_947,LQNDA_05L5_EH847.POSST,LQNDA_05L5_TT847A.POSST,QRLEC_05L5_CV947.POSST,0,QRLEC_05L5_PT961.POSST,QRLEC_05L5_PT991.POSST,QRLEC_05L5_TT947.POSST,QRLEC_05L5_TT961.POSST,4,40,0.05,4,8.22,QRLEC_05L5_QBS947.POSST,QRLEC_05L5_FT947.POSST
243,45,LSS,04L5_947,LQYCB_04L5_EH847.POSST,LQYCB_04L5_TT847A.POSST,QRLFC_04L5_CV947.POSST,0,QRLFC_04L5_PT961.POSST,QRLFC_04L5_PT991.POSST,QRLFC_04L5_TT947.POSST,QRLFC_04L5_TT961.POSST,4,50,0.1,4,19.42,QRLFC_04L5_QBS947.POSST,QRLFC_04L5_FT947.POSST
244,45,LSS,03L5_947,LQXAB_01L5_EH847.POSST,LQXAB_01L5_TT847A.POSST,QRLGD_03L5_CV947.POSST,0,QRLGD_03L5_PT961.POSST,QRLGD_03L5_PT991.POSST,QRLGD_03L5_TT947.POSST,QRLGD_03L5_TT961.POSST,2,30,0.26,2,35,QRLGD_03L5_QBS947.POSST,QRLGD_03L5_FT947.POSST
245,56,LSS,03R5_947,LQXAA_01R5_EH847.POSST,LQXAA_01R5_TT847A.POSST,QRLGB_03R5_CV947.POSST,0,QRLGB_03R5_PT961.POSST,QRLGB_03R5_PT991.POSST,QRLGB_03R5_TT947.POSST,QRLGB_03R5_TT961.POSST,2,30,0.26,2,35,QRLGB_03R5_QBS947.POSST,QRLGB_03R5_FT947.POSST
246,56,LSS,04R5_947,LQYCD_04R5_EH847.POSST,LQYCD_04R5_TT847A.POSST,QRLFD_04R5_CV947.POSST,0,QRLFD_04R5_PT961.POSST,QRLFD_04R5_PT991.POSST,QRLFD_04R5_TT947.POSST,QRLFD_04R5_TT961.POSST,4,100,0.1,4,19.42,QRLFD_04R5_QBS947.POSST,QRLFD_04R5_FT947.POSST
247,56,LSS,05R5_947,LQNDA_05R5_EH847.POSST,LQNDA_05R5_TT847A.POSST,QRLEC_05R5_CV947.POSST,0,QRLEC_05R5_PT961.POSST,QRLEC_05R5_PT991.POSST,QRLEC_05R5_TT947.POSST,QRLEC_05R5_TT961.POSST,0,120,0.07,4,8.22,QRLEC_05R5_QBS947.POSST,QRLEC_05R5_FT947.POSST
248,56,LSS,06R5_947,LQNDB_06R5_EH847.POSST,LQNDB_06R5_TT847A.POSST,QRLEC_06R5_CV947.POSST,0,QRLEC_06R5_PT961.POSST,QRLEC_06R5_PT991.POSST,QRLEC_06R5_TT947.POSST,QRLEC_06R5_TT961.POSST,4,100,0.05,4,8.22,QRLEC_06R5_QBS947.POSST,QRLEC_06R5_FT947.POSST
249,56,LSS,07R5_943,LBBRF_08R5_EH843.POSST,LBBRF_08R5_TT843.POSST,QRLCH_07R5_CV943.POSST,QRLCH_07R5_CV947.POSST,QRLBA_09R5_PT961.POSST,QRLBA_09R5_PT991.POSST,QRLCH_07R5_TT943.POSST,QRLBA_09R5_TT961.POSST,2,40,0.26,4,40,QRLCH_07R5_QBS943.POSST,QRLCH_07R5_FT943.POSST
250,56,ARC,09R5_947,LQNCE_08R5_EH847.POSST,LQNCE_08R5_TT847.POSST,QRLBA_09R5_CV947.POSST,0,QRLBA_09R5_PT961.POSST,QRLBA_09R5_PT991.POSST,QRLBA_09R5_TT947.POSST,QRLBA_09R5_TT961.POSST,2,38,0.39,4,45,QRLBA_09R5_QBS947.POSST,QRLBA_09R5_FT947.POSST
251,56,ARC,09R5_943,LBBRF_10R5_EH843.POSST,LBBRF_10R5_TT843.POSST,QRLBA_09R5_CV943.POSST,0,QRLBA_09R5_PT961.POSST,QRLBA_09R5_PT991.POSST,QRLBA_09R5_TT943.POSST,QRLBA_09R5_TT961.POSST,2,38,0.39,4,45,QRLBA_09R5_QBS943.POSST,QRLBA_09R5_FT943.POSST
252,56,ARC,11R5_947,LQNCE_10R5_EH847.POSST,LQNCE_10R5_TT847.POSST,QRLAB_11R5_CV947.POSST,0,QRLBA_09R5_PT961.POSST,QRLBA_09R5_PT991.POSST,QRLAB_11R5_TT947.POSST,QRLBA_09R5_TT961.POSST,2,48,0.39,4,45,QRLAB_11R5_QBS947.POSST,QRLAB_11R5_FT947.POSST
253,56,ARC,11R5_943,LBARB_12R5_EH843.POSST,LBARB_12R5_TT843.POSST,QRLAB_11R5_CV943.POSST,0,QRLAA_13R5_PT961.POSST,QRLAA_13R5_PT991.POSST,QRLAB_11R5_TT943.POSST,QRLAA_13R5_TT961.POSST,2,38,0.39,4,53,QRLAB_11R5_QBS943.POSST,QRLAB_11R5_FT943.POSST
254,56,ARC,13R5_947,LQATH_12R5_EH847.POSST,LQATH_12R5_TT847.POSST,QRLAA_13R5_CV947.POSST,0,QRLAA_13R5_PT961.POSST,QRLAA_13R5_PT991.POSST,QRLAA_13R5_TT947.POSST,QRLAA_13R5_TT961.POSST,2,38,0.39,4,53,QRLAA_13R5_QBS947.POSST,QRLAA_13R5_FT947.POSST
255,56,ARC,13R5_943,LBARB_14R5_EH843.POSST,LBARB_14R5_TT843.POSST,QRLAA_13R5_CV943.POSST,0,QRLAA_13R5_PT961.POSST,QRLAA_13R5_PT991.POSST,QRLAA_13R5_TT943.POSST,QRLAA_13R5_TT961.POSST,2,38,0.39,4,53,QRLAA_13R5_QBS943.POSST,QRLAA_13R5_FT943.POSST
256,56,ARC,15R5_947,LQATH_14R5_EH847.POSST,LQATH_14R5_TT847.POSST,QRLAB_15R5_CV947.POSST,0,QRLAA_13R5_PT961.POSST,QRLAA_13R5_PT991.POSST,QRLAB_15R5_TT947.POSST,QRLAA_13R5_TT961.POSST,2,38,0.39,4,53,QRLAB_15R5_QBS947.POSST,QRLAB_15R5_FT947.POSST
257,56,ARC,15R5_943,LBARB_16R5_EH843.POSST,LBARB_16R5_TT843.POSST,QRLAB_15R5_CV943.POSST,0,QRLAA_17R5_PT961.POSST,QRLAA_17R5_PT991.POSST,QRLAB_15R5_TT943.POSST,QRLAA_17R5_TT961.POSST,2,38,0.39,4,53,QRLAB_15R5_QBS943.POSST,QRLAB_15R5_FT943.POSST
258,56,ARC,17R5_947,LQATH_16R5_EH847.POSST,LQATH_16R5_TT847.POSST,QRLAA_17R5_CV947.POSST,0,QRLAA_17R5_PT961.POSST,QRLAA_17R5_PT991.POSST,QRLAA_17R5_TT947.POSST,QRLAA_17R5_TT961.POSST,2,43,0.39,4,53,QRLAA_17R5_QBS947.POSST,QRLAA_17R5_FT947.POSST
259,56,ARC,17R5_943,LBARB_18R5_EH843.POSST,LBARB_18R5_TT843.POSST,QRLAA_17R5_CV943.POSST,0,QRLAA_17R5_PT961.POSST,QRLAA_17R5_PT991.POSST,QRLAA_17R5_TT943.POSST,QRLAA_17R5_TT961.POSST,2,38,0.39,4,53,QRLAA_17R5_QBS943.POSST,QRLAA_17R5_FT943.POSST
260,56,ARC,19R5_947,LQATH_18R5_EH847.POSST,LQATH_18R5_TT847.POSST,QRLAB_19R5_CV947.POSST,0,QRLAA_17R5_PT961.POSST,QRLAA_17R5_PT991.POSST,QRLAB_19R5_TT947.POSST,QRLAA_17R5_TT961.POSST,2,38,0.39,4,53,QRLAB_19R5_QBS947.POSST,QRLAB_19R5_FT947.POSST
261,56,ARC,19R5_943,LBARB_20R5_EH843.POSST,LBARB_20R5_TT843.POSST,QRLAB_19R5_CV943.POSST,0,QRLAA_21R5_PT961.POSST,QRLAA_21R5_PT991.POSST,QRLAB_19R5_TT943.POSST,QRLAA_21R5_TT961.POSST,2,38,0.39,4,53,QRLAB_19R5_QBS943.POSST,QRLAB_19R5_FT943.POSST
262,56,ARC,21R5_947,LQATH_20R5_EH847.POSST,LQATH_20R5_TT847.POSST,QRLAA_21R5_CV947.POSST,0,QRLAA_21R5_PT961.POSST,QRLAA_21R5_PT991.POSST,QRLAA_21R5_TT947.POSST,QRLAA_21R5_TT961.POSST,2,38,0.39,4,53,QRLAA_21R5_QBS947.POSST,QRLAA_21R5_FT947.POSST
263,56,ARC,21R5_943,LBARB_22R5_EH843.POSST,LBARB_22R5_TT843.POSST,QRLAA_21R5_CV943.POSST,0,QRLAA_21R5_PT961.POSST,QRLAA_21R5_PT991.POSST,QRLAA_21R5_TT943.POSST,QRLAA_21R5_TT961.POSST,2,38,0.39,4,53,QRLAA_21R5_QBS943.POSST,QRLAA_21R5_FT943.POSST
264,56,ARC,23R5_947,LQOAG_22R5_EH847.POSST,LQOAG_22R5_TT847.POSST,QRLAB_23R5_CV947.POSST,0,QRLAA_21R5_PT961.POSST,QRLAA_21R5_PT991.POSST,QRLAB_23R5_TT947.POSST,QRLAA_21R5_TT961.POSST,2,38,0.39,4,53,QRLAB_23R5_QBS947.POSST,QRLAB_23R5_FT947.POSST
265,56,ARC,23R5_943,LBARB_24R5_EH843.POSST,LBARB_24R5_TT843.POSST,QRLAB_23R5_CV943.POSST,0,QRLAA_25R5_PT961.POSST,QRLAA_25R5_PT991.POSST,QRLAB_23R5_TT943.POSST,QRLAA_25R5_TT961.POSST,2,33,0.39,4,53,QRLAB_23R5_QBS943.POSST,QRLAB_23R5_FT943.POSST
266,56,ARC,25R5_947,LQOAG_24R5_EH847.POSST,LQOAG_24R5_TT847.POSST,QRLAA_25R5_CV947.POSST,0,QRLAA_25R5_PT961.POSST,QRLAA_25R5_PT991.POSST,QRLAA_25R5_TT947.POSST,QRLAA_25R5_TT961.POSST,2,38,0.39,4,53,QRLAA_25R5_QBS947.POSST,QRLAA_25R5_FT947.POSST
267,56,ARC,25R5_943,LBARB_26R5_EH843.POSST,LBARB_26R5_TT843.POSST,QRLAA_25R5_CV943.POSST,0,QRLAA_25R5_PT961.POSST,QRLAA_25R5_PT991.POSST,QRLAA_25R5_TT943.POSST,QRLAA_25R5_TT961.POSST,2,38,0.39,4,53,QRLAA_25R5_QBS943.POSST,QRLAA_25R5_FT943.POSST
268,56,ARC,27R5_947,LQOAG_26R5_EH847.POSST,LQOAG_26R5_TT847.POSST,QRLAB_27R5_CV947.POSST,0,QRLAA_25R5_PT961.POSST,QRLAA_25R5_PT991.POSST,QRLAB_27R5_TT947.POSST,QRLAA_25R5_TT961.POSST,2,38,0.39,4,53,QRLAB_27R5_QBS947.POSST,QRLAB_27R5_FT947.POSST
269,56,ARC,27R5_943,LBARB_28R5_EH843.POSST,LBARB_28R5_TT843.POSST,QRLAB_27R5_CV943.POSST,0,QRLAA_29R5_PT961.POSST,QRLAA_29R5_PT991.POSST,QRLAB_27R5_TT943.POSST,QRLAA_29R5_TT961.POSST,2,38,0.39,4,53,QRLAB_27R5_QBS943.POSST,QRLAB_27R5_FT943.POSST
270,56,ARC,29R5_947,LQOAG_28R5_EH847.POSST,LQOAG_28R5_TT847.POSST,QRLAA_29R5_CV947.POSST,0,QRLAA_29R5_PT961.POSST,QRLAA_29R5_PT991.POSST,QRLAA_29R5_TT947.POSST,QRLAA_29R5_TT961.POSST,2,40,0.39,4,53,QRLAA_29R5_QBS947.POSST,QRLAA_29R5_FT947.POSST
271,56,ARC,29R5_943,LBARB_30R5_EH843.POSST,LBARB_30R5_TT843.POSST,QRLAA_29R5_CV943.POSST,0,QRLAA_29R5_PT961.POSST,QRLAA_29R5_PT991.POSST,QRLAA_29R5_TT943.POSST,QRLAA_29R5_TT961.POSST,2,38,0.39,4,53,QRLAA_29R5_QBS943.POSST,QRLAA_29R5_FT943.POSST
272,56,ARC,31R5_947,LQOAM_30R5_EH847.POSST,LQOAM_30R5_TT847.POSST,QRLAC_31R5_CV947.POSST,0,QRLAA_29R5_PT961.POSST,QRLAA_29R5_PT991.POSST,QRLAC_31R5_TT947.POSST,QRLAA_29R5_TT961.POSST,2,38,0.39,4,53,QRLAC_31R5_QBS947.POSST,QRLAC_31R5_FT947.POSST
273,56,ARC,31R5_943,LBARB_32R5_EH843.POSST,LBARB_32R5_TT843.POSST,QRLAC_31R5_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAC_31R5_TT943.POSST,QRLAA_33L6_TT961.POSST,2,38,0.39,4,53,QRLAC_31R5_QBS943.POSST,QRLAC_31R5_FT943.POSST
274,56,ARC,33R5_947,LQOAG_32R5_EH847.POSST,LQOAG_32R5_TT847.POSST,QRLAD_33R5_CV947.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAD_33R5_TT947.POSST,QRLAA_33L6_TT961.POSST,2,33,0.39,4,53,QRLAD_33R5_QBS947.POSST,QRLAD_33R5_FT947.POSST
275,56,ARC,33R5_943,LBARB_34R5_EH843.POSST,LBARB_34R5_TT843.POSST,QRLAD_33R5_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAD_33R5_TT943.POSST,QRLAA_33L6_TT961.POSST,2,38,0.39,4,53,QRLAD_33R5_QBS943.POSST,QRLAD_33R5_FT943.POSST
276,56,ARC,33L6_947,LQOAM_34R5_EH847.POSST,LQOAM_34R5_TT847.POSST,QRLAA_33L6_CV947.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_33L6_TT947.POSST,QRLAA_33L6_TT961.POSST,2,38,0.39,4,53,QRLAA_33L6_QBS947.POSST,QRLAA_33L6_FT947.POSST
277,56,ARC,33L6_943,LBARB_33L6_EH843.POSST,LBARB_33L6_TT843.POSST,QRLAA_33L6_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_33L6_TT943.POSST,QRLAA_33L6_TT961.POSST,2,38,0.39,4,53,QRLAA_33L6_QBS943.POSST,QRLAA_33L6_FT943.POSST
278,56,ARC,31L6_947,LQOAM_32L6_EH847.POSST,LQOAM_32L6_TT847.POSST,QRLAB_31L6_CV947.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAB_31L6_TT947.POSST,QRLAA_33L6_TT961.POSST,2,38,0.39,4,53,QRLAB_31L6_QBS947.POSST,QRLAB_31L6_FT947.POSST
279,56,ARC,31L6_943,LBARB_31L6_EH843.POSST,LBARB_31L6_TT843.POSST,QRLAB_31L6_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAB_31L6_TT943.POSST,QRLAA_33L6_TT961.POSST,2,38,0.39,4,53,QRLAB_31L6_QBS943.POSST,QRLAB_31L6_FT943.POSST
280,56,ARC,29L6_947,LQOAG_30L6_EH847.POSST,LQOAG_30L6_TT847.POSST,QRLAA_29L6_CV947.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_29L6_TT947.POSST,QRLAA_33L6_TT961.POSST,2,38,0.39,4,53,QRLAA_29L6_QBS947.POSST,QRLAA_29L6_FT947.POSST
281,56,ARC,29L6_943,LBARB_29L6_EH843.POSST,LBARB_29L6_TT843.POSST,QRLAA_29L6_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_29L6_TT943.POSST,QRLAA_33L6_TT961.POSST,2,38,0.39,4,53,QRLAA_29L6_QBS943.POSST,QRLAA_29L6_FT943.POSST
282,56,ARC,27L6_947,LQOAM_28L6_EH847.POSST,LQOAM_28L6_TT847.POSST,QRLAB_27L6_CV947.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAB_27L6_TT947.POSST,QRLAA_25L6_TT961.POSST,2,38,0.39,4,53,QRLAB_27L6_QBS947.POSST,QRLAB_27L6_FT947.POSST
283,56,ARC,27L6_943,LBARB_27L6_EH843.POSST,LBARB_27L6_TT843.POSST,QRLAB_27L6_CV943.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAB_27L6_TT943.POSST,QRLAA_25L6_TT961.POSST,2,38,0.39,4,53,QRLAB_27L6_QBS943.POSST,QRLAB_27L6_FT943.POSST
284,56,ARC,25L6_947,LQOAG_26L6_EH847.POSST,LQOAG_26L6_TT847.POSST,QRLAA_25L6_CV947.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAA_25L6_TT947.POSST,QRLAA_25L6_TT961.POSST,2,38,0.39,4,53,QRLAA_25L6_QBS947.POSST,QRLAA_25L6_FT947.POSST
285,56,ARC,25L6_943,LBARB_25L6_EH843.POSST,LBARB_25L6_TT843.POSST,QRLAA_25L6_CV943.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAA_25L6_TT943.POSST,QRLAA_25L6_TT961.POSST,2,38,0.39,4,53,QRLAA_25L6_QBS943.POSST,QRLAA_25L6_FT943.POSST
286,56,ARC,23L6_947,LQOAG_24L6_EH847.POSST,LQOAG_24L6_TT847.POSST,QRLAB_23L6_CV947.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAB_23L6_TT947.POSST,QRLAA_25L6_TT961.POSST,2,38,0.39,4,53,QRLAB_23L6_QBS947.POSST,QRLAB_23L6_FT947.POSST
287,56,ARC,23L6_943,LBARB_23L6_EH843.POSST,LBARB_23L6_TT843.POSST,QRLAB_23L6_CV943.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAB_23L6_TT943.POSST,QRLAA_21L6_TT961.POSST,2,38,0.39,4,53,QRLAB_23L6_QBS943.POSST,QRLAB_23L6_FT943.POSST
288,56,ARC,21L6_947,LQOAG_22L6_EH847.POSST,LQOAG_22L6_TT847.POSST,QRLAA_21L6_CV947.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAA_21L6_TT947.POSST,QRLAA_21L6_TT961.POSST,2,38,0.39,4,53,QRLAA_21L6_QBS947.POSST,QRLAA_21L6_FT947.POSST
289,56,ARC,21L6_943,LBARB_21L6_EH843.POSST,LBARB_21L6_TT843.POSST,QRLAA_21L6_CV943.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAA_21L6_TT943.POSST,QRLAA_21L6_TT961.POSST,2,38,0.39,4,53,QRLAA_21L6_QBS943.POSST,QRLAA_21L6_FT943.POSST
290,56,ARC,19L6_947,LQATH_20L6_EH847.POSST,LQATH_20L6_TT847.POSST,QRLAB_19L6_CV947.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAB_19L6_TT947.POSST,QRLAA_21L6_TT961.POSST,2,38,0.39,4,53,QRLAB_19L6_QBS947.POSST,QRLAB_19L6_FT947.POSST
291,56,ARC,19L6_943,LBARB_19L6_EH843.POSST,LBARB_19L6_TT843.POSST,QRLAB_19L6_CV943.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAB_19L6_TT943.POSST,QRLAA_17L6_TT961.POSST,2,38,0.39,4,53,QRLAB_19L6_QBS943.POSST,QRLAB_19L6_FT943.POSST
